id,nome,id_orgao,id_municipio,cnpj,cep,total_fornecedores_cadastrados,total_fornecedores_recadastrados,unidade_cadastradora,ativo
663002,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
664000,DIRETORIA DO PESSOAL MILITAR DA MARINHA,52132.0,60011.0,,20091000.0,0,0,0,1
664001,RESERVA TECNICA DA DPMM,52132.0,60011.0,,20091000.0,0,0,0,1
664002,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
664100,SERVICO DE IDENTIFICACAO DA MARINHA,52132.0,60011.0,,20091000.0,0,0,0,1
664200,SERVICO DE INATIVOS E PENSIONISTAS DA MARINHA,52132.0,60011.0,,20091000.0,0,0,0,1
664300,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
665000,DIRETORIA DE SAUDE DA MARINHA,52132.0,60011.0,,20091000.0,0,0,0,1
665001,RESERVA TECNICA DA DSM,52132.0,60011.0,,20091000.0,0,0,0,1
665002,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
665003,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
665100,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
665700,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
665701,HOSPITAL CENTRAL_DA MARINHA,52132.0,60011.0,,20091000.0,0,0,0,1
665702,HOSPITAL NAVAL MARCILIO DIAS,52132.0,,,20721000.0,0,0,0,0
665703,ODONTOCLINICA CENTRAL,52132.0,60011.0,,20091000.0,0,0,0,1
665704,POLICLINICA NAVAL NOSSA SENHORA DA GLORIA,52132.0,60011.0,,20520053.0,0,0,0,1
665705,UNIDADE INTEGRADA DE SAUDE MENTAL,52132.0,60011.0,,20743380.0,0,0,0,1
665706,LABORATORIO FARMACEUTICO DA MARINHA,52132.0,,,20911000.0,0,0,0,0
665707,CENTRO DE PERICIAS MEDICAS DA MARINHA,52132.0,,,71000000.0,0,0,0,0
665708,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
665709,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
665710,CENTRO DE MEDICINA OPERATIVA DA MARINHA,52132.0,60011.0,,20911290.0,0,0,0,1
665720,HOSPITAL NAVAL MARCILIO DIAS,52132.0,60011.0,,20725090.0,0,0,0,1
665721,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
665730,CENTRO DE PERICIAS MEDICAS DA MARINHA,52132.0,60011.0,,20091000.0,0,0,0,1
665731,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
665740,CENTRO LOGISTICO DE SAUDE DA MARINHA,52132.0,60011.0,,20911290.0,0,0,0,1
665741,LABORATORIO FARMACEUTICO DA MARINHA,52132.0,60011.0,,20911290.0,0,0,0,1
665742,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
666000,SERVICO DE ASSISTENCIA SOCIAL DA MARINHA,52132.0,,,20010000.0,0,0,0,0
666001,RESERVA TECNICA DO SASM,52132.0,,,20000000.0,0,0,0,0
667000,DIRETORIA DE ASSISTENCIA SOCIAL DA MARINHA,52132.0,60011.0,,20091000.0,0,0,0,1
667001,DIR.DE ASSISTENCIA SOCIAL DA MARINHA-RESERVA,52132.0,60011.0,,20091000.0,0,0,0,1
667002,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
667003,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
667100,SERVICO DE ASSISTENCIA SOCIAL DA MARINHA,52132.0,60011.0,,20091000.0,0,0,0,1
667101,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
667200,CASA DO MARINHEIRO,52132.0,60011.0,,21012350.0,0,0,0,1
667201,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
667300,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
668000,ESCOLA DE GUERRA NAVAL,52132.0,,,22290240.0,0,0,0,0
670000,SECRETARIA-GERAL DA MARINHA,52132.0,97012.0,,70055900.0,0,0,0,1
670001,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
670002,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
670003,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
670100,COMISSAO NAVAL BRASILEIRA NA EUROPA - LONDRES,52132.0,97012.0,,70000000.0,0,0,0,1
670101,FUNDO NAVAL/CNBE - SISTEMA - EXTERIOR,52132.0,,,70000000.0,0,0,0,1
670200,COMISSAO NAVAL BRASILEIRA EM WASHINGTON,52132.0,,,20016.0,0,0,0,1
670201,FUNDO NAVAL/CNBW,52132.0,,,20016.0,0,0,0,1
670300,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
671000,DIRETORIA DE ABASTECIMENTO DA MARINHA,52132.0,60011.0,,20010000.0,0,0,0,1
671001,RESERVA TECNICA DA DABM,52132.0,60011.0,,20000000.0,0,0,0,1
671002,DIRETORIA DE ABAST.DA MARINHA-EXTERIOR,52132.0,60011.0,,20091000.0,0,0,0,1
671003,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
671100,BASE DE ABASTEC. DA MARINHA NO RIO DE JANEIRO,52132.0,60011.0,,21012350.0,0,0,0,1
671101,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
671102,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
671200,CENTRO DE CONTROLE DE INVENTARIO DA MARINHA,52132.0,60011.0,,21012350.0,0,0,0,1
671201,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
671210,DEPOSITO DE COMBUSTIVEIS_DA MB NO RIO JANEIRO,52132.0,60011.0,,21931070.0,0,0,0,1
671220,DEPOSITO NAVAL NO RIO DE JANEIRO,52132.0,60011.0,,21000000.0,0,0,0,1
671230,DEPOSITO DE MATERIAL COMUM_DA MARINHA NO RJ,52132.0,60011.0,,21012350.0,0,0,0,1
671240,DEPOSITO MATERIAL DE ELETRONICA DA MB NO RJ,52132.0,60011.0,,21012350.0,0,0,0,1
671250,DEPOSITO DE SOBRESSALENTES DA MARINHA_NO RJ,52132.0,60011.0,,21010000.0,0,0,0,1
671260,DEPOS.DE FARDAMENTO DA MARINHA NO RIO JANEIRO,52132.0,60011.0,,21012350.0,0,0,0,1
671270,DEPOSITO DE SUBSISTENCIA DA MARINHA NO RJ.,52132.0,60011.0,,21012350.0,0,0,0,1
671280,CENTRO DE MUNICAO DA MARINHA,52132.0,60011.0,,21910420.0,0,0,0,1
671290,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
671300,CENTRO DE OBTENCAO DA MARINHA NO R.J.,52132.0,60011.0,,21012350.0,0,0,0,1
671301,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
671400,DEPOS.DE FARDAMENTO DA MARINHA NO RIO JANEIRO,52132.0,,,21012350.0,0,0,0,0
671500,DEPOSITO DE SUBSISTENCIA DA MARINHA NO RJ,52132.0,,,21030000.0,0,0,0,0
671600,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
672000,DIRETORIA DE ADMINISTRACAO DA MARINHA,52132.0,60011.0,,20091000.0,0,0,0,1
672001,DIRETORIA DE ADM. DA MARINHA-SISTEMA PAIS,52132.0,60011.0,,20091000.0,0,0,0,1
672002,DIRETORIA DE ADM.DA MARINHA-SISTEMA EXTERIOR,52132.0,97012.0,,20000000.0,0,0,0,1
672003,RESERVA TECNICA DADM,52132.0,60011.0,,20091000.0,0,0,0,1
672004,DADM - FUNDO NAVAL,52132.0,,,20091000.0,0,0,0,0
672005,DADM-FUNDO NAVAL/EXTERIOR,52132.0,,,11111000.0,0,0,0,0
672006,RESERVA TECNICA DADM - SISTEMAS,52132.0,60011.0,,11111111.0,0,0,0,1
672008,DIRETORIA DE ADMINISTRACAO DA MARINHA - EXT.,52132.0,60011.0,,20091000.0,0,0,0,1
672100,CENTRO DE INST. E ADEST. ALM. NEWTON BRAGA,52132.0,60011.0,,21012350.0,0,0,0,1
672200,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
672300,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
673000,DIRETORIA DE FINANCAS DA MARINHA,52132.0,,,21910100.0,0,0,1,0
673001,DIRETORIA DE FINANCAS-SISTEMA PARA O PAIS/MM,52132.0,60011.0,,21910100.0,0,0,0,1
673002,DIRETORIA DE FINANCAS-SISTEMA PARA O EXTERIOR,52132.0,60011.0,,20010000.0,0,0,0,1
673003,DIRETORIA DE FINANCAS-MUNICIAMENTO GERAL,52132.0,,,20010000.0,0,0,0,0
673004,DIRETORIA DE FINANCAS-VALE TRANS.GERAL,52132.0,,,20010000.0,0,0,0,0
673005,DIRETORIA DE FINANCAS-PAG.PESSOAL GERAL,52132.0,,,20010000.0,0,0,0,0
673006,DIRETORIA DE FINANCAS DA MARINHA-FUNDO NAVAL,52132.0,60011.0,,20091000.0,0,0,0,1
673007,DIRETORIA DE FINANCAS DA MARINHA-FN-EXT.,52132.0,60011.0,,20091000.0,0,0,0,1
673008,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
673009,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
673100,PAGADORIA DE INATIVOS E PENSIONISTAS_DA MB,52132.0,,,20091000.0,0,0,0,0
673200,PAGADORIA DE PESSOAL DA MARINHA - PAPEM-PAIS,52132.0,60011.0,,20091000.0,0,0,0,1
673201,PAGADORIA DE PESSOAL DA MARINHA EXTERIOR.,52132.0,60011.0,,20091000.0,0,0,0,1
673202,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
673300,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
674000,DIRETORIA DE INFORMATICA DA MARINHA,52132.0,,,20090070.0,0,0,0,0
674001,RESERVA TECNICA DO IPDIM,52132.0,,,20000000.0,0,0,0,0
675000,DIRETORIA DE CONTAS DA MARINHA,52132.0,,,20091000.0,0,0,0,0
675001,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
676000,SERVICO DE DOCUMENTACAO DA MARINHA,52132.0,,,20091000.0,0,0,0,0
677000,DIRETORIA DE PATRIMONIO HIST. E CULTURAL,52132.0,,,20070000.0,0,0,0,0
677001,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
677100,SERVICO DE DOCUMENTACAO DA MARINHA,52132.0,60011.0,,20091000.0,0,0,0,1
677101,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
677200,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
678000,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
679000,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
680000,COMANDO DE OPERACOES NAVAIS,52132.0,60011.0,,20091000.0,0,0,0,1
680001,RESERVA TECNICA DA SUBCHEFIA AP LOG DO CON,52132.0,60011.0,,20000000.0,0,0,0,1
680002,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
680009,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
680100,CENTRO DE ANALISES DE SISTEMAS NAVAIS,52132.0,,,20091000.0,0,0,0,0
680200,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
681000,COMANDO DO 1.DISTRITO NAVAL,52132.0,60011.0,,20091000.0,0,0,0,1
681001,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
681002,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
681009,COMANDO DO 1 DN - RELATOR ADJUNTO,52132.0,60011.0,,11111111.0,0,0,0,1
681100,COMANDO DO GRUPAMENTO NAVAL DO SUDESTE,52132.0,60011.0,,20091000.0,0,0,0,1
681101,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
681200,GRUPAMENTO DE FUZILEIROS NAVAIS_DO RJ,52132.0,60011.0,,21012350.0,0,0,0,1
681201,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
681300,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
681310,CAPITANIA DOS PORTOS DO ESPIRITO SANTO,52132.0,57053.0,,29050435.0,0,0,0,1
681320,CAPITANIA DOS PORTOS_DO EST DE MINAS GERAIS,52132.0,,,39270000.0,0,0,0,0
681330,CAPITANIA DOS PORTOS DO RIO DE JANEIRO.,52132.0,60011.0,,20021000.0,0,0,0,1
681331,DELEG. DA CAPIT. DOS PORTOS EM ANGRA DOS REIS,52132.0,60011.0,,23900000.0,0,0,0,1
681332,DELEG. DA CAPITANIA DOS PORTOS EM ITACURUCA,52132.0,60011.0,,23860000.0,0,0,0,1
681333,DELEGACIA DA CAPITANIA DOS PORTOS EM MACAE,52132.0,58475.0,,27913430.0,0,0,0,1
681334,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
681335,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
681340,CAPITANIA DOS PORTOS DO ESTADO DE SAO PAULO,52132.0,,,11045911.0,0,0,0,0
681341,DEL CAP PORTOS EST SP EM SAO SEBASTIAO,52132.0,,,11600000.0,0,0,0,0
681342,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
681350,CAPITANIA FLUVIAL DA HIDROVIA TIETE-PARANA,52132.0,,,17340000.0,0,0,0,0
681400,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
681401,ESTACAO RADIO DA MARINHA EM CAMPOS NOVOS,52132.0,58130.0,,28905970.0,0,0,0,1
681402,ESTACAO RADIO DA MARINHA_NO RIO DE JANEIRO,52132.0,60011.0,,21930160.0,0,0,0,1
681403,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
681404,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
681500,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
681600,ESCOLA DE APRENDIZES-MARINHEIROS DO ES,52132.0,57053.0,,29100900.0,0,0,0,1
681601,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
681700,SANATORIO NAVAL DE NOVA FRIBURGO,52132.0,58670.0,,28613140.0,0,0,0,1
681701,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
681800,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
681900,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
681910,CASA DO MARINHEIRO,52132.0,,,21012350.0,0,0,0,0
681920,CENTRO DE EDUC.FISICA ALM.ADALBERTO NUNES,52132.0,60011.0,,21030001.0,0,0,0,1
681930,COMISSAO NAVAL EM SAO PAULO,52132.0,,,4021051.0,0,0,0,0
681931,CENTRO DE COORD.DE ESTUDOS DA MARINHA EM SP,52132.0,,,5508000.0,0,0,0,0
681940,PRESIDIO DA MARINHA,52132.0,60011.0,,20070000.0,0,0,0,1
681950,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
682000,COMANDO DO 2.DISTRITO NAVAL,52132.0,,,40015150.0,0,0,0,0
682001,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
682002,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
682009,COMANDO DO 2 DN - RELATOR ADJUNTO,52132.0,38490.0,,40015270.0,0,0,0,1
682010,AGÊNCIA NACIONAL DE TRANSPORTES AQUAVIÁRIOS,68201.0,97012.0,,70760540.0,0,0,0,1
682100,COMANDO DA FORCA DE MINAGEM E VARREDURA,52132.0,,,40800310.0,0,0,0,0
682101,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
682200,GRUPAMENTO DE FUZILEIROS NAVAIS DE SALVADOR,52132.0,,,40010000.0,0,0,0,0
682201,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
682210,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
682300,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
682310,CAPITANIA DOS PORTOS  DA BAHIA,52132.0,,,40015270.0,0,0,0,0
682311,DELEG.CAPITANIA PORTOS EM ILHEUS,52132.0,35734.0,,45650000.0,0,0,0,1
682312,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
682313,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
682314,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
682320,CAPITANIA DOS PORTOS DE SERGIPE,52132.0,31054.0,,49015070.0,0,0,0,1
682330,CAPITANIA FLUVIAL DO SAO FRANCISCO,52132.0,41238.0,,39270000.0,0,0,0,1
682340,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
682400,ESTACAO RADIO DA MARINHA EM SALVADOR,52132.0,,,40800310.0,0,0,0,0
682500,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
682510,SERVICO DE SINALIZACAO NAUTICA DO LESTE,52132.0,,,40800000.0,0,0,0,0
682600,COMANDO DO GRUPAMENTO DE PATRULHA NAVAL LESTE,52132.0,,,40800310.0,0,0,0,0
682700,HOSPITAL NAVAL_DE SALVADOR,52132.0,38490.0,,40010000.0,0,0,0,1
682701,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
682800,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
682801,BASE NAVAL DE ARATU,52132.0,38490.0,,40800310.0,0,0,0,1
682802,DEPOSITO NAVAL DE SALVADOR,52132.0,38490.0,,40800310.0,0,0,0,1
682803,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
683000,COMANDO DO 3.DISTRITO NAVAL,52132.0,,,59020000.0,0,0,0,0
683001,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
683002,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
683009,COMANDO DO 3 DN - RELATOR ADJUNTO,52132.0,60011.0,,11111111.0,0,0,0,1
683100,COMANDO DO GRUPAMENTO NAVAL DO NORDESTE,52132.0,,,59040000.0,0,0,0,0
683101,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
683110,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
683200,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
683300,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
683310,CAPITANIA DOS PORTOS DE ALAGOAS,52132.0,27855.0,,57025120.0,0,0,0,1
683320,CAPITANIA DOS PORTOS_DO  CEARA,52132.0,,,60060300.0,0,0,0,0
683330,CAPITANIA DOS PORTOS DA PARAIBA,52132.0,20516.0,,58010400.0,0,0,0,1
683340,CAPITANIA DOS PORTOS  DE PERNAMBUCO,52132.0,,,50030240.0,0,0,0,0
683350,CAPITANIA DOS PORTOS DO RIO GRANDE DO NORTE,52132.0,,,59012250.0,0,0,0,0
683351,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
683360,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
683400,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
683401,ESTACAO RADIO DA MARINHA EM NATAL,52132.0,,,59160000.0,0,0,0,0
683500,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
683510,SERVICO DE SINALIZACAO NAUTICA DO NORDESTE,52132.0,,,50090430.0,0,0,0,0
683530,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
683600,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
683601,ESCOLA DE APRENDIZES-MARINHEIROS DO CEARA,52132.0,13897.0,,60010280.0,0,0,0,1
683602,ESCOLA DE APREND.-MARINHEIROS DE PERNAMBUCO,52132.0,24910.0,,50040000.0,0,0,0,1
683603,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
683604,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
683700,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
683701,HOSPITAL NAVAL DE NATAL,52132.0,17612.0,,59000000.0,0,0,0,1
683702,HOSPITAL NAVAL DE RECIFE,52132.0,25313.0,,50040906.0,0,0,0,1
683703,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
683704,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
683800,BASE NAVAL DE NATAL,52132.0,17612.0,,59040150.0,0,0,0,1
683801,COMANDO DA MARINHA,52132.0,60011.0,,20000000.0,0,0,0,0
683810,DEPOSITO NAVAL DE NATAL,52132.0,17612.0,,59040150.0,0,0,0,1
683811,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
683820,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
684000,COMANDO DO 4.DISTRITO NAVAL,52132.0,,,66020150.0,0,0,0,0
684001,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
684002,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
684009,COMANDO DO 4 DN - RELATOR ADJUNTO,52132.0,4278.0,,66020150.0,0,0,0,1
684100,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
684110,COMANDO DO GRUPAMENTO NAVAL DO NORTE,52132.0,,,66210000.0,0,0,0,0
684200,GRUPAMENTO DE FUZILEIROS NAVAIS DE BELEM,52132.0,,,66010000.0,0,0,0,0
684201,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
684300,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
684310,CAPITANIA DOS PORTOS DA AMAZONIA ORIENTAL,52132.0,,,66010060.0,0,0,0,0
684311,DELEGACIA FLUVIAL DE SANTAREM,52132.0,5355.0,,68040000.0,0,0,0,1
684312,DELEGACIA DA CAPITANIA DOS PORTOS EM SANTANA,52132.0,,,68000000.0,0,0,0,0
684313,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
684314,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
684320,CAPITANIA DOS PORTOS DO MARANHAO,52132.0,9210.0,,65010450.0,0,0,0,1
684321,AGENCIA DA CAPITANIA DOS PORTOS EM IMPERATRIZ,52132.0,,,65000000.0,0,0,0,0
684322,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
684330,CAPITANIA DOS PORTOS DO  PIAUI,52132.0,11533.0,,64200040.0,0,0,0,1
684331,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
684340,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
684400,ESTACAO RADIOGONIOMETRICA DA MARINHA EM BELEM,52132.0,,,66625280.0,0,0,0,0
684500,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
684510,SERVICO DE SINALIZACAO NAUTICA DO NORTE,52132.0,,,66115000.0,0,0,0,0
684520,SERV.SINALIZ.NAUTICA BARRA NORTE RIO AMAZONAS,52132.0,6050.0,,68925000.0,0,0,0,1
684530,SERVICO DE SINAL.NAUTICA DA BAIA DE S.MARCOS,52132.0,,,65085370.0,0,0,0,0
684550,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
684600,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
684700,HOSPITAL NAVAL DE BELEM,52132.0,4278.0,,66023110.0,0,0,0,1
684800,BASE NAVAL DE VAL-DE-CAES,52132.0,4278.0,,66110300.0,0,0,0,1
684801,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
684810,DEPOSITO NAVAL DE BELEM,52132.0,4278.0,,66115300.0,0,0,0,1
684820,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
684900,CENTRO DE INSTRUCAO ALM.BRAZ DE AGUIAR,52132.0,,,66825000.0,0,0,0,0
684901,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
685000,COMANDO DO 5.DISTRITO NAVAL,52132.0,,,96200000.0,0,0,0,0
685001,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
685002,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
685009,COMANDO DO 5 DN - RELATOR ADJUNTO,52132.0,88153.0,,1010280.0,0,0,0,1
685100,COMANDO DO GRUPAMENTO NAVAL DO SUL,52132.0,,,96200000.0,0,0,0,0
685120,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
685130,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
685200,GRUPAMENTO DE FUZILEIROS NAVAIS DO RIO GRANDE,52132.0,,,96204040.0,0,0,0,0
685201,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
685300,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
685310,CAPITANIA FLUVIAL DO RIO PARANA,52132.0,75353.0,,85851310.0,0,0,0,1
685311,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
685312,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
685320,CAPITANIA DOS PORTOS DO PARANA,52132.0,75353.0,,83203190.0,0,0,0,1
685321,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
685330,CAPITANIA DOS PORTOS  DO RIO GRANDE DO SUL,52132.0,,,96200000.0,0,0,0,0
685331,DEL CAP PORTOS RGS EM PORTO ALEGRE,52132.0,88013.0,,90020001.0,0,0,0,1
685332,DELEGACIA FLUVIAL DE URUGUAIANA,52132.0,,,90000000.0,0,0,0,0
685333,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
685334,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
685335,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
685340,CAPITANIA DOS PORTOS DE SANTA CATARINA,52132.0,81051.0,,88075010.0,0,0,0,1
685341,DELEG.CAPITANIA DOS PORTOS EM LAGUNA,52132.0,,,11111111.0,0,0,0,0
685342,DELEGACIA DA CP EM SAO FRANCISCO DOS SUL,52132.0,,,9240000.0,0,0,0,0
685343,AGENCIA DA CPCS EM FLORIANOPOLIS,52132.0,,,11111111.0,0,0,0,0
685344,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
685345,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
685350,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
685400,ESTACAO RADIO DA MARINHA NO RIO GRANDE,52132.0,,,96200000.0,0,0,0,0
685500,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
685510,SERVICO DE SINALIZACAO NAUTICA DO SUL,52132.0,,,96200000.0,0,0,0,0
685600,ESCOLA DE APRENDIZES-MARINHEIROS DE SC,52132.0,81051.0,,88095000.0,0,0,0,1
685700,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
685800,ESTACAO NAVAL DO RIO GRANDE,52132.0,88153.0,,96201020.0,0,0,0,1
685801,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
685810,DEPOSITO NAVAL DO RIO GRANDE,52132.0,88153.0,,96204040.0,0,0,0,1
685820,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
685900,5 ESQUADRAO DE HELICOPTEROS DE EMPREGO GERAL,52132.0,,,11111111.0,0,0,0,0
686000,COMANDO DO 6.DISTRITO NAVAL,52132.0,,,79370000.0,0,0,0,0
686001,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
686002,COMANDO DA MARINHA,52132.0,,,20000000.0,0,0,0,0
686009,COMANDO DO 6 DN - RELATOR ADJUNTO,52132.0,91030.0,,79370000.0,0,0,0,1
686010,QUARTO ESQUADRAO DE HELICOP.DE EMPREGO GERAL,52132.0,,,79370000.0,0,0,0,0
686100,COMANDO DA FLOTILHA DE MATO GROSSO,52132.0,,,79370000.0,0,0,0,0
686111,NAVIO DE ASSISTÊNCIA HOSP. TENENTE MAXIMIANO,52132.0,,,79370000.0,0,0,0,0
