codigo,descricao,codigo_classe
08234,HIDRÓXIDO DE TETRAMETILAMÔNIO                                                                       ,6810
08235,HIDRÓXIDO DE AMÔNIO                                                                                 ,6810
08236,HIDRÓXIDO DE CÁLCIO USO ODONTOLÓGICO                                                                ,6520
08237,HIDROXIETILCELULOSE                                                                                 ,6810
08238,HIDRÓXIDO DE MAGNÉSIO                                                                               ,6810
08239,HIDRÓXIDO DE SÓDIO                                                                                  ,6810
08240,HIDRÓXIDO DE LÍTIO                                                                                  ,6810
08241,HIDRETO DE DI-ISOBUTIL ALUMÍNIO                                                                     ,6810
08242,HIDRÓXIDO DE BÁRIO                                                                                  ,6810
08243,CLORETO DE COLINA                                                                                   ,6810
08244,NITRATO DE TÁLIO                                                                                    ,6810
08245,HIDRETO DE ALUMÍNIO E LÍTIO                                                                         ,6810
08246,DODECIL(TRIMETIL)AMÔNIO                                                                             ,6810
08247,DIFLUOROACETOFENONA                                                                                 ,6810
08248,HIDROXIURÉIA                                                                                        ,6505
08249,HIDROXIZINA CLORIDRATO                                                                              ,6505
08250,TERMOHIGRÓGRAFO                                                                                     ,6685
08251,HIGROMETRO                                                                                          ,6685
08252,TERMOHIGRÔMETRO DIGITAL                                                                             ,6685
08253,HIGROTERMOGRAFO                                                                                     ,6660
08254,ESCOPOLAMINA BUTILBROMETO                                                                           ,6505
08255,TRIETIL FOSFATO                                                                                     ,6810
08256,PIRFENIDONA                                                                                         ,6505
08257,HIPOCLORITO DE CÁLCIO                                                                               ,6810
08258,DESCARBONIZANTE                                                                                     ,7930
08259,TIMOL                                                                                               ,6810
08260,TIOSSULFATO DE AMÔNIO                                                                               ,6810
08261,HEXACIANOFERRATO(II) DE FERRO(III)                                                                  ,6505
08262,HIPROMELOSE                                                                                         ,6505
08263,HISTEROMETRO USO MÉDICO                                                                             ,6515
08264,HIDRAZIDA                                                                                           ,6810
08265,HOLOFOTE                                                                                            ,6230
08266,HOMATROPINA                                                                                         ,6505
08267,OLARATUMABE                                                                                         ,6505
08268,HOMOGENEIZADOR                                                                                      ,6515
08269,HORÍMETRO                                                                                           ,6645
08270,HORIZONTE ARTIFICIAL DE AERONAVE                                                                    ,6610
08271,ATALURENO                                                                                           ,6505
08272,HORTALICA                                                                                           ,8915
08273,IATE                                                                                                ,1940
08274,IBOPAMINA                                                                                           ,6505
08275,IBUPROFENO                                                                                          ,6505
08276,IDARRUBICINA CLORIDRATO                                                                             ,6505
08277,IDENTIFICADOR DE SEPULTURA                                                                          ,9930
08278,IFOSFAMIDA                                                                                          ,6505
08279,IGNITOR PARA MOTOR FOGUETE                                                                          ,2845
08280,CÂMARA AUTOMÁTICA                                                                                   ,6710
08281,ILHÓS                                                                                               ,7510
08282,ILHOS DE USO EM TECIDO                                                                              ,8315
08283,ILHOS FIXADOR DE CARENAGEM DE AERONAVE                                                              ,5325
08284,ILUMINADOR PARA FILMAGEM                                                                            ,6760
08285,IMA PERMANENTE                                                                                      ,5999
08286,EMIPENEM                                                                                            ,6505
08287,IMIPENEM                                                                                            ,6505
08288,"PIROCATECOL (BENZENO-1,2-DIOL)                                                                      ",6810
08289,IMOBILIZADOR                                                                                        ,6515
08290,IMOBILIZADOR JOELHO                                                                                 ,6515
08291,AZUL BRILHANTE G                                                                                    ,6505
08292,IMOBILIZADOR (TIPÓIA)                                                                               ,6515
08293,IMÓVEL                                                                                              ,9999
08294,IMPEDÂNCIOMETRO                                                                                     ,6515
08295,IMPERMEABILIZANTE                                                                                   ,8030
08296,IMPERMEABILIZANTE / ESTABILIZANTE - SOLO                                                            ,6850
08297,IMPLANTE CIRURGICO - POLIETILENO                                                                    ,6540
08298,IMPLANTE ODONTOLÓGICO                                                                               ,6520
08299,IMPLANTE                                                                                            ,6540
08300,IMPLEMENTO / ACESSORIO PARA INSEMINACAO ANIMAL                                                      ,6515
08301,IMPLEMENTO ABRASIVO PARA USO EXCLUSIVO EM FERRAMENTA MANUAL                                         ,5130
08302,EIXO GRADE NIVELADORA                                                                               ,3710
08303,IMPLEMENTO PARA MONTAGEM EM CAMINHAO                                                                ,3830
08304,IMPRESSO ADESIVO DE USO GERAL                                                                       ,7540
08305,IMPRESSO PADRONIZADO                                                                                ,7540
08306,IMPRESSO PRONTO                                                                                     ,7690
08307,IMPRESSOR                                                                                           ,6740
08308,IMPRESSORA - BOBINA                                                                                 ,7025
08309,IMPRESSORA - CARTÃO / CRACHÁ                                                                        ,7020
08310,IMPRESSORA IDENTIFICADORA                                                                           ,7020
08311,IMPRESSORA CÓDIGO DE BARRAS                                                                         ,7020
08312,IMPRESSORA - ESCRITA BRAILLE                                                                        ,7025
08313,IMPRESSORA TÉRMICA                                                                                  ,7020
08314,IMPRESSORA DE PLANIGRAVURA                                                                          ,3610
08315,IMPRESSORA DE TIPOGRAFIA                                                                            ,3610
08316,IMPRESSORA DIGITAL                                                                                  ,7020
08317,IMPRESSORA FISCAL                                                                                   ,7435
08318,IMPRESSORA ICONOGRAFICA PARA FORMULARIO CONTINUO                                                    ,3610
08319,IMPRESSORA OFF SET - PLANA / ROTATIVA                                                               ,3610
08320,IMPRESSORA 3D                                                                                       ,7020
08321,IMPULSOR PARA MOTOR DE PARTIDA - VEICULO AUTOMOTI VO                                                ,2920
08322,ÓLEO DE SILICONE                                                                                    ,6505
08323,IMUNOGLOBULINA ANTITIMÓCITOS HUMANOS                                                                ,6505
08324,OTILÔNIO BROMETO                                                                                    ,6505
08325,IMUNOGLOBULINA HUMANA                                                                               ,6505
08326,MODAFINILA                                                                                          ,6505
08327,CARBÔMER                                                                                            ,6505
08328,NEBULIZADOR                                                                                         ,6515
08329,INCINERADOR - AGULHA / SERINGA                                                                      ,3680
08330,INCINERADOR - PECA / ACESSORIO                                                                      ,3680
08331,INCORPORADOR DE AR PARA CONCRETO                                                                    ,6830
08332,INCUBADORA LABORATÓRIO                                                                              ,6640
08333,MICROCENTRÍFUGA                                                                                     ,6640
08334,INDAPAMIDA                                                                                          ,6505
08335,INDICADOR AUTOMATICO DE NIVEL DE LIQUIDO                                                            ,6680
08336,INDICADOR BIOLÓGICO                                                                                 ,6640
08337,INDICADOR DE ALTITUDE PARA AERONAVE                                                                 ,6610
08338,INDICADOR DE ANGULO DE LEME DE EMBARCACAO                                                           ,6320
08339,INDICADOR DE CODIGO COMUNICACAO                                                                     ,5810
08340,INDICADOR DE CURVA PARA AERONAVE                                                                    ,6610
08341,INDICADOR DE FLUXO                                                                                  ,6680
08342,INDICADOR DE FLUXO DE OXIGENIO                                                                      ,6680
08343,INDICADOR DE FUMACA DE USO NAVAL                                                                    ,4410
08344,INDICADOR DE MISTURA DE COMBUSTIVEL DE MOTOR                                                        ,6620
08345,INDICADOR DE POSICAO DE MASTRO DE EMBARCACAO                                                        ,6320
08346,INDICADOR DE POSICAO DO VENTO PARA NAVEGACAO                                                        ,6605
08347,INDICADOR DE PRESSAO DE ADMISSAO DE MOTOR                                                           ,6620
08348,INDICADOR DE PRESSAO DE OLEO DE MOTOR                                                               ,6620
08349,INDICADOR DE QUADRO CROMADO ( EXPEDIENTE )                                                          ,7510
08350,INDICADOR DE VELOCIDADE ASCENCIONAL PARA AERONAVE                                                   ,6610
08351,INDICADOR DE VELOCIDADE DO AR PARA AERONAVE                                                         ,6610
08352,INDICADOR DIGITAL DE NIVEL DE LIQUIDO                                                               ,6680
08353,INDICADOR DIGITAL DE POSICAO                                                                        ,3590
08354,INDICADOR ELETRICO DE PRESSAO                                                                       ,6685
08355,INDICADOR ELETRICO DE TEMPERATURA                                                                   ,6685
08356,INDICADOR ELETRONICO DE PRESSAO                                                                     ,6685
08357,INDICADOR TEMPERATURA E UMIDADE                                                                     ,6685
08358,INDICADOR GIROSCOPICO DE ALTITUDE PARA AERONAVE                                                     ,6610
08359,INDICADOR MAGNETICO DE NIVEL DE LIQUIDO                                                             ,6680
08360,BLOCO PNEUMÁTICO                                                                                    ,6685
08361,INDICADOR ESTERILIZAÇÃO                                                                             ,6640
08362,INDOMETACINA                                                                                        ,6505
08363,INDUTOR                                                                                             ,5950
08364,INDUTOR                                                                                             ,8010
08365,INDUTOR RÁDIO-FREQUÊNCIA                                                                            ,5999
08366,INDUZIDO DE MOTOR DE PARTIDA - VEICULO AUTOMOTIVO                                                   ,2920
08367,INDUZIDO DO GERADOR ELETRICO                                                                        ,6115
08368,INFANTOMETRO                                                                                        ,6530
08369,INHAME IN - NATURA                                                                                  ,8915
08370,INDOCIANINA VERDE                                                                                   ,6505
08371,INIBIDOR CARIE - USO ODONTOLOGICO                                                                   ,6520
08372,INIBIDOR DE CORROSÃO                                                                                ,6850
08373,INIBIDOR DE GERMINACAO DE PLANTA                                                                    ,8720
08374,ISOBUTIRALDEÍDO                                                                                     ,6810
08375,INIBIDOR PARA OLEO ISOLANTE                                                                         ,6850
08376,ÁCIDO ROSMARÍNICO                                                                                   ,6810
08377,INICIALIZADOR ( START ) - FOTOGRAFICO                                                               ,6750
08378,INJETOR                                                                                             ,6520
08379,INJETOR P/ IMPLANTE - USO OFTALMOLÓGICO                                                             ,6540
08380,BETAÍNA                                                                                             ,6810
08381,INSIGNIA DE USO NAO PESSOAL                                                                         ,9905
08382,INSIGNIA DE USO PESSOAL                                                                             ,8455
08383,INSTALACAO ELETRICA - VEICULO AUTOMOTIVO (FIACAO /CHICOTE ELETRICO )                                ,2920
08384,INSTRUMENTAL CIRURGICO                                                                              ,6515
08385,IMPLANTE VETERINÁRIO*                                                                               ,6515
08386,BROCA CIRÚRGICA                                                                                     ,6515
08387,INSTRUMENTAL ODONTOLOGICO                                                                           ,6525
08388,INDICADOR COMBUSTÍVEL VEÍCULO AUTOMOTIVO                                                            ,2540
08389,MEDIDOR NÍVEL LÍQUIDO                                                                               ,6680
08390,INSTRUMENTO DE ENSAIO EQUIPAMENTO DE COMUNICACAO                                                    ,6625
08391,INSTRUMENTO DE FOTOGRAMETRIA                                                                        ,6675
08392,INSTRUMENTO DE GEODESIA                                                                             ,6655
08393,INSTRUMENTO DE HIDROMETEOROLOGIA                                                                    ,6660
08394,APARELHO MEDIÇÃO                                                                                    ,6635
08395,INSTRUMENTO DE MEDICAO DE TEOR ALCOOLICO PARA LABORATORIO                                           ,6640
08396,INSTRUMENTO DE MOTOR DE AERONAVE                                                                    ,6620
08397,INSTRUMENTO DE MOTOR DE EMBARCACAO                                                                  ,6620
08398,INSTRUMENTO DE MOTOR DE VEICULO                                                                     ,6620
08399,INSTRUMENTO DE OCEANOGRAFIA                                                                         ,6655
08400,INSTRUMENTAL ORTODÔNTICO                                                                            ,6520
08401,INSTRUMENTO DE SISMOGRAFIA                                                                          ,6655
08402,INSTRUMENTO SONDA PETRÓLEO                                                                          ,3835
08403,PEÇAS / COMPONENTES TOPOGRAFIA                                                                      ,6675
08404,INSTRUMENTO DE VETERINÁRIA                                                                          ,6525
08405,"INSTRUMENTO ELETRICO PAINEL DE VERIFICACAO, ENSAIOE MEDICAO DE APARELHO ELETRICO / ELETRONICO       ",6625
08406,INSTRUMENTO ELETROELETRONICO                                                                        ,5998
08407,INSTRUMENTO ELETRONICO DE MEDICAO PARA PAINEL                                                       ,6625
08408,"INSTRUMENTO ELETRONICO PAINEL DE VERIFICACAO,  EN-SAIO E MEDICAO DE APARELHO ELETRICO / ELETRONICO  ",6625
08409,INSTRUMENTO ESPECIAL PRODUÇÃO E ESTIMULAÇÃO POÇO P                                                  ,3835
08410,INSTRUMENTO MUSICAL                                                                                 ,7710
08411,INSTRUMENTO MUSICAL - CORDA                                                                         ,7710
08412,INSTRUMENTO MUSICAL - FOLE                                                                          ,7710
08413,INSTRUMENTO MUSICAL - GONGO                                                                         ,7710
08414,INSTRUMENTO MUSICAL - PERCURSÃO                                                                     ,7710
08415,INSTRUMENTO MUSICAL - SOM AMPLIFICADO POR MEIOS  ELETRICOS                                          ,7710
08416,INSTRUMENTO MUSICAL - SOPRO                                                                         ,7710
08417,INSTRUMENTO MUSICAL - TECLADO COM PALHETAS  METALICAS LIVRES                                        ,7710
08418,LENTE - USO LABORATÓRIO                                                                             ,6640
08419,INSTRUMENTO OPTICO PARA TOPOGRAFIA                                                                  ,6675
08420,INSTRUMENTO OTICO PARA CONTROLE DE BOMBARDEIO                                                       ,1280
08421,INSTRUMENTO PARA ANALISE CLINICA                                                                    ,6695
08422,INSTRUMENTO TOTALIZADOR                                                                             ,6695
08423,INSTRUMENTO PARA MEDIÇÃO DE PRESSÃO                                                                 ,6695
08424,INSTRUMENTO PARA MEDICAO DE ROTACAO                                                                 ,6680
08425,INSTRUMENTOS OTICOS ACOPLADOS A EQUIPAMENTOS DE CONTROLE DE TIRO DE EMBARCACOES                     ,1240
08426,INSUFLADOR AR ESTÉRIL                                                                               ,4140
08427,CONJUNTO INSUFLADOR PRESSÃO                                                                         ,6515
08428,INSULINA                                                                                            ,6505
08429,LINAGLIPTINA                                                                                        ,6810
08430,INTENSIFICADOR DE IMAGEM USO RADIOLOGICO                                                            ,6530
08431,INTERCALADOR DE FOLHA DE PAPEL ENCARDENACAO                                                         ,3610
08432,INTERCALADORA DE CARTOES                                                                            ,7095
08433,INTERCOMUNICADOR COM FIO                                                                            ,5830
08434,INTERCOMUNICADOR SEM FIO                                                                            ,5830
08435,NOTEBOOK                                                                                            ,7010
08436,INTERFERONA ALFA                                                                                    ,6505
08437,INTERFERONA BETA                                                                                    ,6505
08438,INTERFERONA GAMA                                                                                    ,6505
08439,INTERFONE                                                                                           ,5830
08440,"INTERFONE TIPO "" TELESPEAKER ""                                                                      ",5830
08441,INTERLEUCINA                                                                                        ,6550
08442,INTERPRETADORA CARTÕES                                                                              ,7095
08443,INTERRUPTOR DE BOTAO                                                                                ,5930
08444,INTERRUPTOR DE FUNCAO ATIVO EM SISTEMA ELETRONICO ( TIMER )                                         ,5980
08445,INTERRUPTOR DE LUZ DE FREIO - VEICULO AUTOMOTIVO                                                    ,6220
08446,INTERRUPTOR DE LUZ DE MARCHA RE - VEICULO AUTOMOTI                                                  ,6220
08447,INTERRUPTOR DE PARTIDA MOTOR ELETRICO - VEICULO                                                     ,2920
08448,INTERRUPTOR DE PISO DE EMBUTIR                                                                      ,5930
08449,INTERRUPTOR DE PISO DE SOBREPOR                                                                     ,5930
08450,INTERRUPTOR PRESSÃO ÓLEO MOTOR GASOLINA/DIESEL                                                      ,2805
08451,INTERRUPTOR DE VAI - E - VEM                                                                        ,5930
08452,INTERRUPTOR MANUAL                                                                                  ,5930
08453,INTERRUPTOR ROTATIVO                                                                                ,5930
08454,INTERRUPTOR SEQUENCIAL PARA PAINEL LUMINOSO                                                         ,5930
08455,INTERRUPTOR TERMOSTATICO                                                                            ,5930
08456,INTRODUTOR ELETRODO DEFINITIVO                                                                      ,6515
08457,INTRODUTOR*                                                                                         ,6515
08458,INTRODUTOR (BAINHA)                                                                                 ,6515
08459,1-OCTANO SULFONATO DE SÓDIO                                                                         ,6810
08460,INVERSOR DE FASE DE CORRENTE ELETRICA                                                               ,6125
08461,INVERSOR PARA TELECOMUNICACAO                                                                       ,5895
08462,INVOLUCRO DE ALIMENTO                                                                               ,7310
08463,INVOLUCRO DO VASO DO REATOR NUCLEAR                                                                 ,4470
08464,IOCARMATO DE MEGLUMINA                                                                              ,6505
08465,"4,5-DIOCTOXI-1,2-DICIANOBENZENO                                                                     ",6810
08466,NITROFTALIMIDA                                                                                      ,6810
08467,IODATO DE POTÁSSIO                                                                                  ,6810
08468,IODETO DE ZINCO                                                                                     ,6810
08469,IODETO DE POTÁSSIO                                                                                  ,6505
08470,IODETO DE CHUMBO                                                                                    ,6810
08471,IODETO DE SÓDIO                                                                                     ,6810
08472,DICLOROFTALIMIDA                                                                                    ,6810
08473,"1,1,2,2-TETRAMETILDISILANO                                                                          ",6810
08474,ÁCIDO OXOLÍNICO                                                                                     ,6810
08475,IDOPIVIDINA                                                                                         ,6505
08476,IOGLICAMATO DE MEGLUMINA                                                                            ,6505
08477,IOGURTEIRA ELÉTRICA                                                                                 ,7320
08478,IONÔMERO                                                                                            ,6520
08479,IOXAGLATO DE MEGLUMINA E SODICO                                                                     ,6505
08480,IMAZETAPIR                                                                                          ,6840
08481,IMAZAPIR                                                                                            ,6840
08482,IPRATRÓPIO BROMETO                                                                                  ,6505
08483,IPRIFLAVONA                                                                                         ,6505
08484,IREDOTOMO                                                                                           ,6540
08485,ISCA DE PESCARIA                                                                                    ,3770
08486,MIPOMERSEN                                                                                          ,6505
08487,ISOFLURANO                                                                                          ,6505
08488,ISOLADOR ANIMAL                                                                                     ,3770
08489,ISOLADOR DE RESINA SINTETICA                                                                        ,5970
08490,"ISOLADOR ELETRICO DE PORCELANA ATE 1,2KV                                                            ",5970
08491,ISOLADOR ELETRONICO                                                                                 ,5970
08492,ISOLADOR EPOXI                                                                                      ,5970
08493,CENTRÍFUGA                                                                                          ,6640
08494,ISOLADOR PRESSÃO                                                                                    ,6515
08495,ANTIBOLHA USO ODONTOLÓGICO                                                                          ,6520
08496,ISOLANTE - USO ODONTOLÓGICO                                                                         ,6520
08497,ISOLANTE TÉRMICO                                                                                    ,5640
08498,ISOLANTE TERMICO DE REATOR NUCLEAR                                                                  ,4470
08499,ISOLANTE TROQUEL - USO ODONTOLOGICO                                                                 ,6520
08500,ISOLEUCINA                                                                                          ,6810
08501,ISONIAZIDA                                                                                          ,6505
08502,ELOSULFASE ALFA                                                                                     ,6505
08503,"2,2,4-TRIMETILPENTANO (ISO-OCTANO)                                                                  ",6810
08504,ISOCIANATO                                                                                          ,6810
08505,FOLHA ISOPOR                                                                                        ,9390
08506,ISOPRENALINA                                                                                        ,6505
08507,IMIDAZOLIDINILUREIA                                                                                 ,6810
08508,ISOPROPANOLOL                                                                                       ,6505
08509,ISOPROTERENOL                                                                                       ,6505
08510,GUANIDINA                                                                                           ,6810
08511,ISOTRETINOÍNA                                                                                       ,6505
08512,ISOXSUPRINA CLORIDRATO                                                                              ,6505
08513,ISQUEIRO PORTATIL                                                                                   ,9920
08514,ITRACONAZOL                                                                                         ,6505
08515,ITRACONAZOL                                                                                         ,6810
08516,IVERMECTINA                                                                                         ,6509
08517,JACK DE MICROFONE                                                                                   ,5935
08518,JALECO                                                                                              ,8415
08519,JANELA BASCULANTE                                                                                   ,5670
08520,JANELA DE LOCOMOTIVA E VAGAO FERROVIARIO                                                            ,2240
08521,JANELA DE MADEIRA                                                                                   ,5520
08522,JANELA                                                                                              ,5670
08523,JANELA DE VENTILACAO DE EMBARCACAO                                                                  ,2040
08524,JAPONA                                                                                              ,8405
08525,JAQUETA COM MASCARA - APICOLA                                                                       ,8415
08526,JAQUETA FEMININA                                                                                    ,8410
08527,PAPEL P/ TRAÇADO CEFALOMÉTRICO USO ODONTOLÓGICO                                                     ,6520
08528,JATO DE AREIA - USO ODONTOLOGICO                                                                    ,6520
08529,JATO VENTILADOR                                                                                     ,4140
08530,JILO IN - NATURA                                                                                    ,8915
08531,JIPE DE TRANSPORTE DE PASSAGEIRO                                                                    ,2310
08532,JOELHEIRA                                                                                           ,7810
08533,JOGO / BRINQUEDO PEDAGÓGICO                                                                         ,7820
08534,JOGO DE ALGARISMO DE IMPRESSAO FOTOGRAFICA                                                          ,6740
08535,JOGO DE BARBEARIA                                                                                   ,3590
08536,JOGO DE CABO DE RADIO - FREQUENCIA                                                                  ,5995
08537,JOGO DE CABO ELETRICO DE TELEFONE                                                                   ,5805
08538,JOGO DE CABO ELETRICO PARA TELEFONE                                                                 ,6145
08539,JOGO DE CABO PARA RADIO - FREQUENCIA                                                                ,5998
08540,JOGO DE CALCO USO AUTOMOTIVO                                                                        ,5365
08541,KIT DE CANETAS CD                                                                                   ,7510
08542,JOGO DE COSTURA DE EMERGENCIA                                                                       ,8315
08543,JOGO DE DAMAS                                                                                       ,7820
08544,JOGO DOMINÓ                                                                                         ,7820
08545,JOGO DE ESPACADOR USO AUTOMOTIVO                                                                    ,5365
08546,JOGO DE FERRAMENTA                                                                                  ,5180
08547,JOGO DE GAMAO                                                                                       ,7820
08548,JOGO DE INSTRUMENTO DE DESENHO                                                                      ,6675
08549,JOGO DE LETRA DE IMPRESSAO FOTOGRAFICA                                                              ,6740
08550,JOGO DE LUZES - USO OFTALMOLOGICO                                                                   ,6545
08551,JOGO DE TALHERES                                                                                    ,7360
08552,JOGO DE TARRACHA                                                                                    ,5136
08553,CONJUNTO IDENTIFICADOR GRÃO                                                                         ,6640
08554,JOGO DE UTENSÍLIO DE COZINHA                                                                        ,7360
08555,JOGO DE VISPORA                                                                                     ,7820
08556,JOGO XADREZ                                                                                         ,7820
08557,JOGO FERRAMENTA                                                                                     ,7820
08558,JOGOS DE ARTIGOS DENTARIOS                                                                          ,6545
08559,JOGO DE EXTENSÕES                                                                                   ,6545
08560,JOGOS DE MATERIAL MEDICO                                                                            ,6545
08561,"MEIO DE CULTURA,                                                                                    ",6550
08562,LINHAGEM VIRAL                                                                                      ,6550
08563,JOIA                                                                                                ,9910
08564,JORNAL                                                                                              ,7630
08565,PEÇA / ACESSÓRIO CAPACETE                                                                           ,8415
08566,JUNTA ( JOGO / KIT ) MOTOR - VEICULO AUTOMOTIVO                                                     ,2990
08567,JUNTA CÔNICA                                                                                        ,9340
08568,JUNTA CORRUGADA PARA UNIAO DE TABUAS                                                                ,5315
08569,JUNTA EXPANSÃO                                                                                      ,4730
08570,JUNTA DE EXPANSAO DE MATERIAL METALICO                                                              ,4730
08571,JUNTA ESPIRALADA                                                                                    ,4730
08572,JUNTA VEDAÇÃO                                                                                       ,5330
08573,JUNTA GIRATORIA PARA MOVIMENTACAO DE MATERIAL                                                       ,3990
08574,JUNTA PARA BOMBA INJETORA DE COMBUSTIVEL DE MOTOR DIESEL                                            ,2910
08575,JUNTA CAIXA TRANSMISSÃO                                                                             ,2520
08576,ESTEARATO DE ZINCO                                                                                  ,6810
08577,KIT CIMENTACAO PROTESE - USO ODONTOLOGICO                                                           ,6520
08578,CONJUNTO LIMPEZA IMPRESSORA / COPIADORA                                                             ,7070
08579,KIT ELETRÔNICO                                                                                      ,6940
08580,KIT ELEVACAO - SALVAMENTO                                                                           ,4240
08581,KIT MODELAGEM PROTESE - USO ODONTOLOGICO                                                            ,6520
08582,KLYSTRON                                                                                            ,5960
08583,KRIPTEX                                                                                             ,6520
08584,LÃ ANIMAL                                                                                           ,9420
08585,LA DE VIDRO DE CONSTRUCAO                                                                           ,5640
08586,LÃ - USO LABORATÓRIO                                                                                ,6640
08587,LÃ MINERAL                                                                                          ,5640
08588,CARTUCHO EXTRAÇÃO                                                                                   ,6640
08589,LABORATORIO DIDATICO MOVEL                                                                          ,6695
08590,MICRÓTOMO                                                                                           ,6640
08591,ERGOCALCIFEROL                                                                                      ,6810
08592,LABORATORIO PORTATIL                                                                                ,6640
08593,LACIDIPINO                                                                                          ,6505
08594,LACO PARA CALCADO                                                                                   ,8335
08595,APARELHO LACRADOR                                                                                   ,3540
08596,LACRE DE SINETE                                                                                     ,7510
08597,LACTATO DE AMÔNIO                                                                                   ,6810
08598,LACTOBACILLUS                                                                                       ,6505
08599,LACTODENSIMETRO                                                                                     ,6545
08600,RIBOFLAVINA                                                                                         ,6810
08601,LACTATO DE CÁLCIO                                                                                   ,6810
08602,LACTOMETRO                                                                                          ,6635
08603,LACTOSE                                                                                             ,6810
08604,GARCINOL                                                                                            ,6810
08605,LACTULOSE                                                                                           ,6505
08606,LAJE DE CONCRETO PRÉ-FABRICADA                                                                      ,5670
08607,LAJOTA DE ISOLAMENTO TERMICO E ACUSTICO                                                             ,5640
08608,LAMINA LABORATÓRIO                                                                                  ,6640
08609,LAÇO DE CAPTURA                                                                                     ,6515
08610,LAMINA CERA - USO ODONTOLOGICO                                                                      ,6520
08611,LÂMINA CURVA                                                                                        ,6515
08612,LÂMINA BARBEAR                                                                                      ,8530
08613,LÂMINA BORRACHA                                                                                     ,9320
08614,LÂMINA CORTE                                                                                        ,3610
08615,LAMINA DE FACA DESCARTAVEL                                                                          ,6675
08616,LÂMINA DE MÁQUINA PARA TRABALHO EM MADEIRA                                                          ,3230
08617,LÂMINA MICROSCÓPIO                                                                                  ,6650
08618,PEÇAS E ACESSÓRIOS FERRAMENTAS                                                                      ,9999
08619,LAMINA DE SERRA DE MAQUINA DE TRABALHO EM MADEIRA                                                   ,3230
08620,LÂMINA SERRA MANUAL                                                                                 ,5110
08621,LÂMINA SERRILHAR PAPEL                                                                              ,3590
08622,LÂMINA TRATOR                                                                                       ,3830
08623,LÂMINA DERMÁTOMO                                                                                    ,6515
08624,LÂMINA ESTILETE                                                                                     ,6675
08625,LAMINA ENSAMBLADORA - MAQUINA TRABALHO EM MADEIRA                                                   ,3230
08626,LAMINA ENTALHADORA - MAQUINA TRABALHO EM MADEIRA                                                    ,3230
08627,LAMINA INSERCAO PASTA ARQUIVO                                                                       ,7520
08628,LAMINA PARA FUSIVEL                                                                                 ,5920
08629,LAMINA PARA SERRA - USO MEDICO                                                                      ,6515
08630,LÂMINA RETA                                                                                         ,6515
08631,LAMINA TRICOTOMIZADOR - USO CIRURGICO                                                               ,6515
08632,LÂMINA VIDRO - USO LABORATÓRIO                                                                      ,6640
08633,LAMINADO MADEIRA                                                                                    ,5510
08634,CUNHA                                                                                               ,9999
